4,6,9,2,8,12,10,5,7,11,1,3
3,7,9,10,5,2,6,4,11,12,1,8
10,1,5,4,7,9,12,6,3,11,2,8
7,5,12,1,4,2,9,6,8,11,10,3
4,2,12,8,10,11,1,7,5,6,9,3
7,6,5,9,10,8,12,2,11,4,1,3
8,7,12,10,9,2,11,5,4,1,6,3
9,1,8,2,3,11,6,10,7,5,12,4
11,3,5,10,7,8,6,4,12,1,9,2
10,11,3,9,1,2,7,4,6,12,5,8
5,8,11,12,3,9,4,2,7,6,10,1
1,5,8,3,2,11,10,6,12,9,4,7
8,5,6,9,2,3,12,10,11,7,4,1
12,5,6,3,1,9,4,11,7,10,2,8
1,11,4,12,10,9,8,3,6,5,2,7
4,2,8,7,12,3,11,10,5,1,9,6
11,6,10,5,9,3,12,7,8,1,2,4
2,5,3,4,8,11,1,6,9,7,12,10
3,2,12,7,1,9,11,10,4,6,5,8
11,3,12,9,10,4,1,8,2,6,5,7
9,7,3,6,12,2,11,1,8,10,4,5
9,5,4,6,11,1,12,10,3,2,8,7
2,12,5,9,4,1,8,3,11,7,10,6
5,1,8,10,2,6,12,3,11,7,4,9
7,3,8,5,12,10,1,6,9,4,2,11
9,1,8,10,2,7,4,11,12,5,3,6
5,8,7,2,12,4,9,11,6,10,3,1
11,9,2,4,7,10,6,12,3,1,8,5
7,6,3,11,9,2,5,4,1,12,8,10
3,4,11,5,9,2,8,12,1,10,6,7
