12,6,3,4,1,5,8,9,7,11,10,2
3,12,9,10,4,11,8,5,6,1,2,7
5,12,4,9,6,2,1,3,8,10,11,7
10,12,4,3,6,1,2,5,11,8,9,7
5,8,11,7,1,12,6,2,9,3,4,10
6,12,3,5,11,9,4,8,2,10,7,1
2,5,12,11,7,9,6,3,10,8,1,4
8,9,10,4,5,12,7,2,6,3,1,11
8,11,12,10,4,6,7,1,9,5,2,3
12,6,9,8,7,11,5,3,2,10,1,4
10,7,8,4,9,2,11,5,12,3,6,1
11,1,12,9,3,10,4,7,2,8,5,6
12,5,2,3,11,6,4,8,1,9,10,7
1,6,11,3,10,5,4,9,7,8,12,2
8,12,11,2,9,6,5,7,4,1,3,10
1,8,11,4,2,6,3,5,12,9,10,7
10,7,11,1,3,5,2,8,6,9,12,4
2,4,10,6,9,11,1,12,7,8,3,5
5,9,6,8,11,4,2,1,3,10,12,7
2,12,10,1,3,8,11,7,9,4,6,5
7,11,5,10,6,2,8,9,3,1,12,4
4,3,9,12,6,11,2,5,10,1,7,8
12,2,7,3,11,9,10,4,1,8,6,5
9,6,8,5,4,12,1,11,10,7,3,2
6,12,5,10,11,4,7,9,1,8,2,3
10,6,11,4,2,7,1,3,9,5,8,12
7,9,2,3,12,5,1,4,10,6,8,11
12,10,6,9,4,8,1,2,7,5,3,11
11,12,5,8,7,2,10,6,9,4,3,1
7,12,4,1,9,6,11,5,8,2,3,10
